Reading_Score,Writing_Score,Listening_Score,Speaking_Score,Attendance_Percentage,Practice_Hours,Vocabulary_Score,Grammar_Score,Mock_Test_Score,Final_IELTS_Band
2.8,4.6,3.8,4.3,100.0,4.8,24.0,34.2,4.6,3.8
4.2,3.9,4.4,4.2,100.0,4.1,43.0,51.6,3.9,4.2
6.3,5.9,6.1,5.9,100.0,3.6,59.0,70.5,6.6,6.4
6.2,4.0,5.5,5.1,100.0,5.4,60.3,58.3,6.1,5.6
4.9,3.2,3.5,5.2,100.0,2.7,43.2,81.8,5.6,4.1
4.0,4.6,4.0,4.3,100.0,5.6,41.5,73.8,4.2,4.2
4.8,3.3,4.7,4.4,100.0,4.4,45.7,58.0,3.7,4.4
4.0,5.9,3.7,3.1,100.0,2.2,39.7,27.1,3.4,4.0
7.7,5.0,6.8,7.7,100.0,8.6,86.5,88.6,6.2,6.7
5.2,3.8,4.4,4.4,100.0,5.2,41.8,27.7,4.2,4.6
6.5,6.5,5.8,7.0,100.0,6.5,73.7,82.2,6.2,6.4
6.1,6.5,6.5,5.8,100.0,5.4,90.9,47.3,6.2,6.4
5.7,5.1,6.0,7.7,100.0,5.2,70.7,61.8,6.2,6.0
4.0,3.6,4.5,5.6,100.0,3.1,55.2,55.6,3.6,4.1
5.2,4.5,5.8,3.8,100.0,6.7,49.8,59.9,5.4,5.0
5.2,4.7,4.8,4.3,100.0,2.4,42.4,34.9,4.6,4.8
4.5,5.8,3.2,4.3,100.0,3.6,34.9,38.1,3.8,4.1
5.3,5.5,4.4,4.2,100.0,5.1,54.3,58.7,5.7,5.0
3.6,4.7,5.5,3.5,100.0,4.8,43.0,34.4,3.3,4.4
6.5,6.9,5.6,6.8,100.0,7.1,60.5,63.7,5.9,6.2
4.0,5.5,4.1,4.3,100.0,5.1,42.1,51.6,4.0,4.4
4.5,2.6,5.6,5.7,100.0,4.5,63.8,64.5,6.0,4.8
3.9,5.0,5.6,4.7,100.0,3.6,56.4,52.7,6.3,4.9
4.1,5.9,5.1,2.7,100.0,4.1,46.0,61.3,4.3,4.5
6.1,5.2,5.4,6.6,100.0,7.0,61.2,57.2,5.6,5.7
3.9,6.1,4.6,5.3,100.0,5.4,31.6,38.0,3.2,4.5
5.9,7.5,6.1,8.2,100.0,5.7,51.6,76.6,5.9,6.6
3.8,2.9,3.2,1.4,100.0,1.7,20.0,43.0,2.3,2.8
5.6,4.7,5.3,5.8,100.0,3.6,54.0,45.7,4.8,5.2
6.5,6.4,8.1,5.6,100.0,7.7,88.3,71.4,8.1,7.1
4.6,3.2,3.8,5.3,100.0,3.7,42.7,52.6,2.7,4.0
5.1,3.0,4.2,4.6,100.0,6.2,51.3,38.8,3.5,4.2
4.7,6.0,6.4,4.8,100.0,6.0,72.3,57.7,5.0,5.3
4.6,3.8,5.9,5.9,100.0,6.2,54.1,50.2,4.0,4.9
6.4,6.0,6.6,4.9,100.0,4.4,54.6,68.5,6.0,6.3
5.5,6.2,4.3,5.9,100.0,5.8,72.1,78.8,5.8,5.2
4.0,4.2,6.4,5.9,100.0,6.2,52.5,60.2,7.1,5.6
5.2,7.8,6.8,7.9,100.0,6.5,54.9,90.8,5.6,6.6
5.3,6.0,4.9,7.1,100.0,5.6,52.8,50.6,4.2,5.4
3.8,5.4,4.9,4.2,100.0,4.8,41.8,43.6,5.4,4.6
5.5,5.1,6.6,6.7,100.0,6.7,60.6,66.8,5.5,6.1
7.3,7.9,6.7,7.6,100.0,9.6,70.0,70.3,6.9,6.9
6.0,5.9,5.2,3.6,100.0,1.4,51.7,54.6,5.9,5.6
3.6,3.7,4.5,3.2,100.0,5.2,29.7,30.2,4.0,3.9
7.2,8.3,5.6,8.4,100.0,4.1,78.9,51.2,7.0,7.3
6.0,4.9,4.8,5.2,100.0,5.3,36.2,30.8,4.4,4.8
3.5,3.5,2.6,3.3,100.0,5.3,20.0,20.0,1.9,3.0
6.2,6.3,5.4,5.8,100.0,6.2,59.4,66.9,5.8,5.5
2.8,4.9,3.7,3.9,100.0,4.5,44.3,28.4,4.8,4.1
5.3,3.3,4.8,4.9,100.0,4.4,57.9,50.4,4.9,4.5
6.2,5.8,6.0,5.2,100.0,6.5,57.6,56.8,5.7,5.7
5.2,4.5,5.7,3.9,100.0,5.8,51.6,51.2,3.4,4.5
7.2,5.0,5.2,5.0,100.0,5.1,67.6,51.4,4.5,5.7
5.2,6.2,4.9,5.1,100.0,4.2,51.9,45.9,2.9,5.1
6.1,5.4,5.0,5.3,100.0,4.1,60.4,56.3,5.3,5.4
5.6,3.7,3.5,4.7,100.0,4.4,50.0,55.9,3.7,4.4
6.2,5.5,5.6,6.1,100.0,5.5,67.5,48.2,7.1,5.9
3.7,4.5,6.5,6.0,100.0,6.1,42.8,60.4,5.7,4.9
3.5,5.3,4.3,4.9,100.0,2.5,32.5,23.2,4.0,4.3
7.3,5.6,6.3,5.3,100.0,6.3,70.1,63.9,5.5,6.4
3.7,4.9,4.1,4.9,100.0,4.2,39.0,31.0,3.5,4.4
5.8,7.3,5.7,6.6,100.0,6.3,59.2,52.9,7.1,6.4
4.6,5.0,5.5,6.3,100.0,6.0,59.3,55.5,6.7,5.5
8.6,7.7,6.4,6.0,100.0,7.5,81.5,71.9,7.5,7.3
6.1,3.7,4.5,5.0,100.0,3.5,51.3,61.3,3.3,4.8
3.9,6.9,4.4,6.1,100.0,4.6,36.8,56.6,4.3,5.1
5.1,5.9,4.0,4.9,100.0,4.7,35.5,57.8,5.2,4.9
4.1,4.5,4.0,5.1,100.0,6.1,53.5,53.3,4.5,4.4
6.5,5.2,6.3,6.6,100.0,7.9,54.6,63.3,4.4,5.7
3.5,3.0,3.1,2.2,100.0,0.5,20.0,38.8,4.4,3.1
4.4,3.4,3.5,5.3,100.0,4.3,25.2,31.3,3.1,3.7
4.0,5.6,3.1,4.2,100.0,4.6,45.5,55.2,2.8,3.9
8.5,5.0,7.3,6.6,100.0,4.4,66.4,54.8,6.1,6.9
6.2,7.2,6.4,5.6,100.0,8.4,79.1,64.4,7.9,6.4
3.5,4.9,5.1,5.6,100.0,6.2,55.3,34.5,5.2,4.9
4.5,4.7,4.4,5.2,100.0,3.3,47.0,35.3,3.9,4.7
3.8,5.0,5.1,6.5,100.0,4.8,61.2,34.8,4.0,4.9
5.2,6.3,6.7,6.1,100.0,7.0,55.5,69.6,4.8,5.8
3.1,4.7,2.9,3.0,100.0,4.5,25.2,44.6,3.7,3.6
4.5,5.9,5.3,4.7,100.0,3.9,42.2,53.9,4.9,5.1
5.4,6.6,7.0,5.7,100.0,8.2,68.8,50.8,6.5,6.4
6.0,2.7,6.9,4.6,100.0,2.7,62.6,52.8,5.1,5.1
4.8,5.5,5.1,6.4,100.0,7.3,48.1,61.3,5.9,5.3
6.1,4.6,6.2,7.4,100.0,7.3,62.7,61.6,6.7,6.0
2.5,2.4,3.3,1.6,100.0,0.5,22.1,20.0,1.2,2.5
5.2,7.2,6.6,5.5,100.0,7.3,53.2,45.0,6.1,6.2
4.0,3.3,3.8,2.6,100.0,2.4,43.1,36.0,5.2,3.8
3.1,2.6,2.4,3.4,100.0,2.4,20.0,20.0,2.1,2.9
4.1,5.0,6.3,7.1,100.0,6.1,68.6,56.8,5.5,5.5
4.7,7.8,5.9,6.1,100.0,7.4,76.9,75.4,6.5,6.0
5.1,4.9,5.6,4.7,100.0,3.5,33.9,45.1,4.6,4.9
6.5,7.8,6.4,6.5,100.0,5.7,61.7,66.1,6.7,6.6
8.6,7.3,7.3,8.5,100.0,7.6,53.4,78.9,7.6,7.7
6.7,6.8,6.4,6.8,100.0,5.9,78.7,57.4,6.9,6.7
7.6,7.0,6.5,7.1,100.0,7.9,95.1,93.5,7.2,7.1
5.7,6.7,6.9,6.0,100.0,5.2,39.3,53.7,5.5,6.2
5.3,3.4,4.9,3.8,100.0,6.6,36.9,56.3,5.3,4.5
4.4,3.2,2.8,1.8,100.0,4.9,27.6,20.0,2.2,3.2
3.0,4.6,4.6,4.0,100.0,4.2,46.1,47.4,6.5,4.0
4.3,4.7,4.1,4.9,100.0,5.1,33.2,38.8,5.0,4.1
9.0,7.4,6.9,7.3,100.0,7.9,65.2,99.2,8.3,7.8
5.0,3.8,4.4,4.3,100.0,3.3,50.6,45.0,5.1,4.7
6.5,5.2,4.7,4.7,100.0,4.5,60.7,64.8,5.4,5.6
5.2,4.6,6.3,5.5,100.0,6.0,86.7,61.2,4.4,5.6
5.0,3.2,4.4,6.6,100.0,2.4,63.7,69.2,4.1,4.7
7.1,7.7,5.8,6.9,100.0,8.5,62.4,57.6,6.2,6.7
2.5,4.8,2.8,3.6,100.0,4.2,40.5,45.5,4.3,3.2
4.3,5.7,4.2,5.3,100.0,6.8,58.8,26.2,5.0,4.9
3.2,5.4,5.1,5.7,100.0,4.8,32.0,38.3,4.7,4.4
4.1,2.8,3.4,3.0,100.0,3.2,38.0,40.4,2.7,3.7
5.0,2.9,4.6,3.2,100.0,3.5,47.9,55.3,5.0,4.0
5.2,4.9,5.3,4.5,100.0,7.2,61.8,56.8,4.4,5.0
5.1,4.2,4.5,4.6,100.0,7.6,51.6,40.7,4.2,4.8
4.0,3.4,4.1,4.8,100.0,3.5,42.5,45.1,4.8,4.1
4.3,3.2,4.1,4.2,100.0,4.5,22.5,54.1,3.7,3.8
4.9,4.3,5.0,4.0,100.0,3.8,35.8,49.5,4.0,4.1
3.2,1.4,4.2,2.4,100.0,1.9,29.6,37.0,4.0,2.9
5.7,5.5,6.4,5.6,100.0,5.6,57.4,57.1,6.0,5.9
5.6,4.0,4.7,5.7,100.0,6.2,48.2,61.9,3.6,5.1
2.9,3.5,2.9,2.1,100.0,1.2,39.4,37.2,2.6,2.8
5.4,4.0,4.1,4.1,100.0,6.9,59.1,39.3,4.3,4.5
3.2,5.2,5.0,3.6,100.0,5.3,26.4,46.5,3.3,4.5
4.5,6.9,5.1,6.2,100.0,6.5,52.7,63.0,6.3,5.7
7.2,7.3,6.0,7.1,100.0,6.6,65.8,77.5,6.3,6.9
2.7,1.3,3.0,3.5,100.0,3.4,25.0,21.5,3.1,2.6
4.8,6.6,5.1,6.3,100.0,0.8,29.1,64.0,5.3,5.7
5.5,6.3,5.0,4.5,100.0,5.4,33.0,38.2,5.3,5.2
5.3,5.8,7.2,4.8,100.0,6.2,58.9,60.2,7.0,5.9
5.1,6.5,5.9,4.2,100.0,2.5,61.1,54.3,5.7,5.8
5.2,3.6,4.1,2.5,100.0,4.5,39.5,50.4,5.4,4.1
5.8,2.8,3.6,4.2,100.0,5.4,51.9,35.5,5.1,4.3
5.3,3.3,3.7,3.7,100.0,1.0,40.0,40.5,4.1,4.3
6.1,8.0,6.8,7.0,100.0,4.8,78.9,61.2,6.5,6.8
6.0,3.6,4.2,5.0,100.0,8.1,65.2,51.4,3.1,4.6
6.5,7.3,8.8,6.8,100.0,7.6,70.9,82.4,7.0,7.2
4.2,5.0,4.9,4.8,100.0,6.4,57.9,36.3,4.8,4.7
2.3,3.7,4.2,3.2,100.0,5.6,44.5,52.0,4.5,3.5
4.5,2.8,2.7,4.1,100.0,3.3,52.3,31.6,3.2,3.8
2.1,2.9,3.2,2.1,100.0,3.8,20.0,20.0,3.1,2.9
3.0,2.6,2.3,2.1,100.0,0.5,25.1,22.8,2.1,2.5
4.6,4.0,6.9,6.0,100.0,5.1,43.7,68.9,4.2,5.1
6.2,5.8,6.6,6.1,100.0,1.1,47.9,61.8,4.8,6.1
2.8,4.1,3.8,1.6,100.0,0.5,30.1,20.0,4.2,3.3
5.0,6.9,5.1,6.8,100.0,5.5,65.5,55.6,5.2,5.8
4.8,3.6,4.6,3.8,100.0,3.3,48.2,49.0,3.9,4.1
4.0,4.0,6.0,4.8,100.0,5.3,57.4,59.6,5.3,4.6
6.3,6.7,7.4,7.1,100.0,7.4,71.8,77.8,5.8,6.7
4.4,7.6,5.4,6.6,100.0,6.5,61.0,60.5,5.4,5.6
3.5,5.3,4.2,5.1,100.0,4.9,36.3,54.1,5.2,4.4
4.1,4.6,3.6,3.9,100.0,4.2,29.6,33.5,3.6,4.2
1.0,3.3,2.0,2.0,100.0,0.5,20.0,20.0,3.6,2.2
3.0,4.5,5.2,4.5,100.0,2.8,41.2,55.1,2.9,4.3
4.7,4.9,3.4,4.6,100.0,4.6,53.9,51.7,4.5,4.5
3.4,4.5,4.3,5.4,100.0,3.5,41.3,27.3,3.5,4.3
6.4,4.3,3.9,5.4,100.0,3.2,63.6,49.4,4.8,4.9
6.6,3.7,4.4,4.3,100.0,6.7,41.4,51.4,4.2,4.9
4.0,5.4,3.3,4.3,100.0,5.7,44.3,43.1,4.3,4.3
4.7,5.4,3.8,4.3,100.0,2.7,31.4,42.6,4.8,4.5
5.8,4.1,6.3,6.3,100.0,4.9,65.3,43.2,5.0,5.6
5.1,6.3,5.7,6.8,100.0,8.7,51.6,65.4,4.8,5.6
2.5,5.3,2.8,3.3,100.0,3.6,45.2,33.6,5.2,3.6
6.7,6.7,7.4,5.9,100.0,7.7,85.7,55.1,6.7,6.8
4.7,4.1,5.8,3.9,100.0,3.9,52.7,46.2,5.3,4.7
4.7,5.1,5.1,5.2,100.0,4.6,53.2,44.1,5.6,5.3
6.2,5.3,7.3,7.9,100.0,8.3,61.0,30.7,5.8,6.4
4.7,4.7,5.9,5.8,100.0,5.5,50.3,51.9,4.7,5.5
5.2,6.6,6.6,4.7,100.0,6.3,59.9,74.7,6.3,5.9
5.4,3.8,4.8,4.7,100.0,5.4,52.8,53.2,4.8,4.7
4.6,2.9,4.7,3.7,100.0,7.9,59.1,47.9,4.5,4.1
4.5,5.5,5.6,4.7,100.0,5.6,45.0,55.5,5.3,5.2
4.4,3.6,4.0,3.3,100.0,2.0,34.9,28.3,4.4,4.1
3.7,5.5,4.6,5.5,100.0,4.2,58.7,44.3,4.3,4.3
4.5,6.8,5.1,5.6,100.0,6.1,46.7,36.7,5.5,5.4
4.5,4.9,4.2,5.7,100.0,2.5,51.0,56.1,5.2,4.5
4.3,5.4,3.3,5.3,100.0,5.5,33.0,55.4,4.7,4.6
2.3,1.8,3.5,1.0,100.0,1.1,35.0,20.0,3.3,2.6
5.8,5.1,3.3,3.4,100.0,1.4,53.1,21.5,4.6,4.5
4.4,4.6,5.2,5.0,100.0,3.7,50.4,56.1,5.6,4.9
7.1,5.3,5.4,5.3,100.0,5.3,43.6,43.4,5.6,5.5
4.1,3.7,4.0,4.5,100.0,5.6,42.5,36.0,3.8,4.0
6.6,7.5,6.3,6.6,100.0,8.3,57.5,53.6,6.1,6.5
4.3,2.7,4.2,4.0,100.0,3.3,27.0,37.9,3.5,3.7
8.2,4.0,6.5,6.4,100.0,7.9,64.0,63.2,6.0,6.5
4.7,5.3,6.0,5.3,100.0,5.1,71.6,32.3,6.1,5.7
3.3,4.7,5.5,4.3,100.0,1.8,46.7,56.5,4.7,4.6
6.5,7.3,7.3,8.1,100.0,7.7,70.2,73.4,7.9,7.2
3.6,4.8,3.6,3.5,100.0,1.0,20.0,29.5,4.4,3.7
4.7,6.5,5.5,6.1,100.0,7.6,64.2,69.1,5.9,5.7
6.2,5.7,6.5,6.2,100.0,7.7,67.5,64.5,7.6,6.4
5.6,2.0,4.7,5.3,100.0,2.7,39.2,43.6,4.1,4.4
6.8,6.4,6.5,5.7,100.0,7.3,89.0,59.4,6.3,6.4
4.5,5.7,5.1,6.3,100.0,4.8,44.9,44.8,4.9,5.3
4.9,5.0,5.1,4.3,100.0,6.7,31.5,35.2,5.7,5.0
6.0,5.3,5.8,4.7,100.0,3.5,49.8,51.5,4.8,5.2
4.2,5.2,5.5,5.5,100.0,5.7,52.5,62.4,4.7,5.0
7.5,5.0,6.6,6.9,100.0,4.2,66.0,47.1,5.7,6.6
7.5,6.6,6.0,4.7,100.0,7.4,60.1,58.4,6.1,6.4
3.1,4.5,2.2,1.9,100.0,4.0,20.3,20.0,3.5,3.0
6.6,6.4,6.1,6.8,100.0,6.0,49.6,69.6,6.4,6.4
3.8,1.9,3.4,5.1,100.0,4.3,25.9,29.7,3.4,3.5
7.1,6.2,8.0,7.3,100.0,4.2,62.1,69.3,5.2,7.1
5.7,4.2,6.1,6.1,100.0,8.3,69.4,60.9,7.0,5.6
3.3,4.0,4.0,1.6,100.0,5.5,38.5,20.0,3.4,3.4
3.4,4.9,4.1,4.6,100.0,4.9,56.2,31.4,4.2,4.1
4.0,5.3,3.0,4.0,100.0,3.0,23.9,46.0,4.0,4.1
5.3,4.6,4.3,4.4,100.0,5.1,33.8,55.6,5.1,4.5
3.6,5.0,3.1,3.9,100.0,3.6,39.6,44.5,4.5,4.0
5.6,5.1,6.9,6.1,100.0,10.0,54.3,63.3,5.3,5.7
5.5,6.2,5.0,5.7,100.0,6.1,61.4,59.4,6.2,5.7
6.0,5.2,6.5,8.3,100.0,9.1,85.4,83.8,6.7,6.5
4.8,4.1,3.5,5.7,100.0,3.0,43.1,34.4,4.7,4.5
4.2,4.5,4.1,5.3,100.0,7.1,66.6,51.2,4.2,4.8
2.7,3.3,4.0,3.1,100.0,5.5,24.7,20.0,2.5,3.1
2.7,3.4,4.2,3.5,100.0,4.4,26.2,36.1,4.2,3.6
6.3,6.2,5.5,6.1,100.0,6.9,56.4,77.0,6.1,6.2
6.9,6.6,6.5,8.4,100.0,6.0,84.5,64.8,7.0,7.2
2.9,3.2,3.0,4.3,100.0,1.5,20.1,39.0,1.6,2.9
4.1,4.4,4.3,4.5,100.0,4.6,46.7,30.3,4.1,4.3
5.1,5.0,5.1,5.8,100.0,7.1,46.0,40.6,5.6,5.1
4.7,6.1,6.7,5.8,100.0,4.6,44.9,54.1,4.9,5.6
2.8,3.9,2.6,4.4,100.0,7.1,51.7,47.6,4.4,3.4
7.0,5.2,5.5,6.4,100.0,4.7,50.5,53.4,4.6,5.8
3.9,4.3,4.2,4.9,100.0,4.6,34.6,49.1,3.3,4.4
4.9,4.3,5.7,5.7,100.0,5.3,49.0,61.2,5.3,5.1
6.5,5.3,5.9,5.8,100.0,5.7,53.1,50.5,5.6,5.9
7.8,7.0,5.4,4.8,100.0,1.9,72.2,34.8,4.8,6.1
3.5,3.6,4.7,4.0,100.0,3.4,54.1,39.9,5.1,4.1
5.2,4.6,4.2,4.3,100.0,5.1,42.4,61.1,4.6,4.7
4.3,4.5,5.8,3.5,100.0,4.7,43.9,40.5,4.4,4.7
4.1,4.3,5.1,3.8,100.0,5.4,24.3,54.6,4.0,4.5
4.1,4.4,5.3,3.9,100.0,5.7,47.5,43.5,4.0,4.3
6.0,7.2,7.8,6.5,100.0,7.0,66.5,91.5,7.3,6.8
5.6,4.0,6.0,7.0,100.0,4.4,59.3,80.9,5.4,5.5
3.5,5.6,5.7,4.5,100.0,6.9,25.9,55.9,5.5,5.0
6.6,6.4,6.1,6.0,100.0,4.0,60.2,44.0,3.7,6.1
4.6,3.4,4.4,4.8,100.0,3.6,62.0,21.0,5.3,4.3
6.7,4.2,6.4,7.8,100.0,5.5,68.1,68.2,6.7,6.4
5.1,4.5,5.4,4.9,100.0,6.7,47.8,64.6,5.4,5.1
4.6,4.6,4.5,4.7,100.0,6.8,48.2,53.4,3.9,4.7
5.8,8.0,6.7,5.4,100.0,5.4,56.1,49.5,4.3,6.5
2.2,3.6,3.3,4.1,100.0,3.0,48.4,20.0,3.7,3.2
3.4,1.9,3.7,4.8,100.0,4.0,29.8,42.4,3.8,3.7
2.9,2.9,3.8,4.0,100.0,5.9,20.1,50.7,3.7,3.3
4.5,5.1,7.3,6.3,100.0,2.6,52.4,45.4,5.1,5.6
5.4,7.3,6.3,7.2,100.0,8.7,77.9,84.2,7.7,6.6
8.7,6.4,7.1,7.5,100.0,8.9,89.1,100.0,7.3,7.3
5.2,5.6,4.8,6.8,100.0,5.4,67.1,57.7,5.5,5.5
6.5,4.9,5.4,6.0,100.0,6.2,77.1,55.8,5.5,5.7
3.7,1.8,3.0,2.2,100.0,3.4,20.0,28.6,2.7,2.6
3.3,4.6,4.0,5.2,100.0,5.1,35.0,39.0,5.3,4.1
3.2,4.8,3.7,3.9,100.0,7.1,20.0,51.6,3.2,3.9
6.3,5.1,4.4,4.0,100.0,4.3,47.3,36.6,2.8,4.8
6.2,5.3,4.4,5.6,100.0,4.8,38.6,47.2,3.8,5.0
4.4,4.0,4.7,4.4,100.0,4.0,51.8,28.5,4.9,4.5
2.8,3.3,3.4,3.0,100.0,2.9,20.0,20.0,2.6,3.2
5.4,6.2,6.4,6.5,100.0,6.1,78.5,51.1,4.7,6.0
4.1,3.8,4.3,3.0,100.0,3.4,20.0,37.4,3.8,3.6
4.7,4.7,6.1,5.6,100.0,5.4,63.8,36.9,5.1,4.9
5.9,7.0,7.7,8.7,100.0,7.9,90.1,90.9,7.9,7.2
2.8,4.0,3.8,3.1,100.0,2.7,41.5,27.5,4.5,3.7
2.0,4.3,1.4,2.4,100.0,1.8,20.0,29.9,3.8,2.7
3.8,4.9,4.4,3.9,100.0,4.1,51.0,59.4,3.8,4.1
6.3,5.7,5.9,7.2,100.0,7.6,67.8,71.9,5.0,6.1
6.5,6.6,7.9,8.2,100.0,8.1,61.1,64.0,7.8,7.3
2.9,3.1,3.8,3.2,100.0,2.6,47.1,25.3,4.2,3.4
6.3,7.7,6.1,7.5,100.0,8.1,54.0,48.5,4.7,6.6
4.6,4.1,3.6,5.4,100.0,4.1,57.8,35.3,3.5,4.3
4.9,5.7,5.9,5.5,100.0,5.8,47.7,64.2,5.1,5.5
8.9,7.8,7.9,8.7,100.0,7.9,99.5,88.1,9.0,8.4
3.6,3.4,2.4,4.1,100.0,0.5,20.0,20.9,2.6,3.1
6.5,6.1,5.0,4.4,100.0,4.5,56.0,46.3,5.4,5.7
5.2,5.0,7.3,5.7,100.0,2.5,58.5,51.7,4.2,5.5
6.0,5.7,6.0,6.6,100.0,6.3,63.1,71.6,6.2,6.0
4.1,6.7,4.9,4.8,100.0,7.3,42.8,35.2,5.0,5.0
5.0,6.3,5.2,5.8,100.0,4.1,24.0,55.6,6.4,5.6
5.3,5.3,4.4,5.6,100.0,1.3,35.7,48.4,4.0,4.8
6.4,6.1,4.8,5.0,100.0,7.7,61.0,36.7,5.8,5.7
5.4,5.0,4.7,4.5,100.0,3.8,30.9,30.7,4.0,4.6
4.3,7.7,6.5,5.0,100.0,5.9,47.4,58.8,5.8,5.9
5.4,4.6,4.8,3.0,100.0,5.6,30.1,58.9,6.1,5.0
4.0,6.0,4.7,6.1,100.0,6.4,57.7,67.7,6.7,4.9
5.7,3.6,4.7,4.9,100.0,6.1,40.6,43.5,6.4,4.8
6.1,5.6,6.0,6.4,100.0,8.0,79.1,81.0,6.6,6.3
5.5,3.8,5.0,4.1,100.0,2.3,56.6,46.0,4.8,5.2
1.8,4.1,3.8,2.7,100.0,0.5,25.4,20.1,3.1,3.2
7.5,4.1,6.4,7.5,100.0,8.6,72.0,69.9,6.8,6.3
2.7,3.5,3.8,3.9,100.0,2.5,28.8,44.8,4.2,3.5
3.7,1.3,5.5,4.2,100.0,3.0,32.6,34.1,3.7,3.6
3.5,3.5,4.9,4.5,100.0,2.2,48.2,37.1,3.7,4.2
5.2,6.2,7.1,5.6,100.0,6.5,79.8,58.1,6.2,6.3
2.5,3.8,3.8,3.0,100.0,1.3,25.0,21.5,3.2,3.5
9.0,9.0,9.0,7.7,100.0,8.3,92.4,100.0,9.0,8.7
8.4,5.5,4.8,5.4,100.0,5.0,61.9,75.8,8.6,6.2
5.3,6.3,5.9,4.3,100.0,5.8,44.0,39.7,5.6,5.7
5.8,5.0,3.8,4.8,100.0,3.7,56.9,45.3,4.4,5.0
5.5,5.4,5.7,5.0,100.0,4.5,34.7,66.7,5.0,5.2
6.0,4.5,4.4,5.6,100.0,2.5,35.8,60.1,5.5,5.0
5.5,4.8,5.4,5.0,100.0,8.9,39.6,60.0,6.9,5.5
5.8,4.9,5.4,6.6,100.0,7.2,36.9,58.4,6.2,5.5
5.5,5.2,4.6,5.8,100.0,4.4,64.9,56.8,4.1,5.2
4.3,4.8,4.5,4.6,100.0,3.4,54.9,49.9,4.7,4.4
4.8,6.3,5.6,4.4,100.0,4.8,35.7,42.0,3.8,4.9
4.7,5.1,4.3,4.3,100.0,4.7,46.0,55.9,5.2,4.7
7.0,3.8,6.8,6.1,100.0,4.8,81.7,55.0,5.9,6.0
4.9,6.0,5.0,4.5,100.0,2.1,63.9,72.1,5.3,5.0
1.4,1.0,1.3,1.0,100.0,0.5,27.0,20.0,1.0,1.2
7.3,4.9,6.0,6.5,100.0,3.6,58.7,65.3,6.3,6.1
6.2,4.5,4.5,5.5,100.0,5.5,46.4,51.3,6.1,5.2
6.1,4.3,4.0,6.4,100.0,5.2,38.9,45.0,4.5,5.1
4.6,3.2,4.9,4.3,100.0,3.0,44.4,57.7,4.4,4.3
6.6,6.5,7.2,6.0,100.0,5.9,76.2,74.3,6.0,6.5
6.9,4.8,6.1,5.8,100.0,9.1,65.2,63.6,6.0,6.2
5.3,4.4,3.7,3.8,100.0,5.0,34.8,55.9,3.5,4.3
3.9,7.6,5.6,4.9,100.0,4.9,68.7,65.9,4.7,5.5
2.8,2.6,3.9,4.1,100.0,7.0,40.7,27.4,4.8,3.1
4.4,3.1,3.5,3.4,100.0,1.1,28.2,20.0,1.4,3.3
4.0,1.8,2.4,3.8,100.0,2.8,32.9,41.7,4.6,3.1
5.5,5.7,5.3,7.1,100.0,6.1,60.4,76.8,6.2,5.7
5.1,6.8,5.5,7.8,100.0,4.1,69.0,70.4,7.3,6.4
5.2,6.3,5.7,6.6,100.0,8.5,49.9,73.4,5.4,5.7
4.7,5.9,6.0,6.4,100.0,6.4,48.5,54.9,5.6,5.4
7.3,6.5,6.1,6.3,100.0,4.6,52.9,56.6,5.0,6.4
4.2,6.7,4.4,5.9,100.0,4.7,39.9,39.4,4.5,5.0
5.5,7.2,4.6,6.2,100.0,5.9,70.1,58.9,5.0,5.6
6.4,5.5,7.0,5.4,100.0,5.7,50.4,69.7,5.1,6.2
6.7,4.5,6.8,6.3,100.0,4.3,63.6,77.6,5.4,6.1
7.2,6.0,5.5,7.0,100.0,4.6,65.1,86.3,5.7,6.4
6.7,4.9,6.1,5.0,100.0,9.3,58.3,77.3,5.1,5.8
4.9,5.9,5.0,5.2,100.0,3.5,70.7,62.0,5.5,5.5
6.0,5.2,6.4,7.3,100.0,9.2,66.9,62.6,6.1,6.1
5.6,4.9,5.7,3.4,100.0,3.7,40.5,51.9,5.4,4.9
3.5,4.7,5.5,2.8,100.0,4.9,45.7,43.3,4.0,4.2
4.8,4.7,5.3,4.6,100.0,5.5,55.7,48.9,3.9,4.6
4.4,3.2,4.3,4.4,100.0,4.9,28.8,29.7,2.6,3.7
4.8,5.3,3.9,3.0,100.0,5.1,27.9,35.2,3.4,4.4
3.4,3.0,5.0,4.7,100.0,2.4,51.9,56.5,5.4,4.0
4.6,3.7,5.0,5.1,100.0,2.8,37.8,35.6,4.6,4.4
4.4,4.6,4.6,4.7,100.0,2.5,40.7,45.6,5.3,4.7
3.3,2.7,2.1,3.6,100.0,2.4,32.2,20.8,3.3,3.1
5.9,5.4,4.1,4.7,100.0,3.3,47.3,44.3,6.0,4.9
6.3,5.6,5.4,4.3,100.0,2.0,54.2,48.3,5.3,5.5
5.1,4.0,4.2,4.8,100.0,3.4,49.5,33.2,5.3,4.5
6.9,5.4,5.3,6.1,100.0,2.7,56.5,53.0,6.0,6.0
7.3,5.7,6.9,5.1,100.0,6.8,45.8,53.5,7.6,6.4
3.3,2.5,2.8,2.4,100.0,0.7,21.9,24.9,2.6,2.6
4.1,4.8,4.0,5.5,100.0,2.6,40.5,44.7,3.6,4.3
4.8,3.5,4.1,3.3,100.0,0.5,48.5,49.7,3.9,4.1
